Year,Term,Importer,Exporter,Max_reported_quantity,Unit
2010,live,GR,SG,29.0,Number of specimens
2010,live,GR,SV,6000.0,Number of specimens
2010,live,GR,US,5.0,Number of specimens
2010,live,GT,CO,35.0,Number of specimens
2010,live,GT,CR,2000.0,Number of specimens
2010,live,GT,CU,4430.0,Number of specimens
2010,live,GT,SV,186.0,Number of specimens
2010,live,GT,TH,5200.0,Number of specimens
2010,live,GT,TW,4969.0,Number of specimens
2010,live,GT,US,358.0,Number of specimens
2010,live,GT,ZA,2.0,Number of specimens
2010,live,GU,PH,148.0,Number of specimens
2010,live,GY,AE,9.0,Number of specimens
2010,live,GY,US,25.0,Number of specimens
2010,live,HK,AU,2906.0,Number of specimens
2010,live,HK,BR,943.0,Number of specimens
2010,live,HK,CA,319.0,Number of specimens
2010,live,HK,CD,200.0,Number of specimens
2010,live,HK,CG,800.0,Number of specimens
2010,live,HK,CN,3000.0,Number of specimens
2010,live,HK,DE,49.0,Number of specimens
2010,live,HK,EC,49.0,Number of specimens
2010,live,HK,ES,1.0,Number of specimens
2010,live,HK,FJ,13318.0,Number of specimens
2010,live,HK,FM,45.0,Number of specimens
2010,live,HK,FR,2.0,Number of specimens
2010,live,HK,GH,2250.0,Number of specimens
2010,live,HK,GN,120.0,Number of specimens
2010,live,HK,GR,725.0,Number of specimens
2010,live,HK,GT,540.0,Number of specimens
2010,live,HK,GY,975.0,Number of specimens
2010,live,HK,ID,76799.0,Number of specimens
2010,live,HK,JO,180.0,Number of specimens
2010,live,HK,JP,4675.0,Number of specimens
2010,live,HK,LK,1050.0,Number of specimens
2010,live,HK,MG,54.0,Number of specimens
2010,live,HK,ML,990.0,Number of specimens
2010,live,HK,MU,231.0,Number of specimens
2010,live,HK,MY,18391.0,Number of specimens
2010,live,HK,NI,100.0,Number of specimens
2010,live,HK,NL,3017.0,Number of specimens
2010,live,HK,PE,40774.0,Number of specimens
2010,live,HK,PH,783.0,Number of specimens
2010,live,HK,PW,1290.0,Number of specimens
2010,live,HK,SB,364.0,Number of specimens
2010,live,HK,SG,2442.0,Number of specimens
2010,live,HK,SV,11270.0,Number of specimens
2010,live,HK,TH,2760.0,Number of specimens
2010,live,HK,TO,4313.0,Number of specimens
2010,live,HK,TZ,866.0,Number of specimens
2010,live,HK,UA,756.0,Number of specimens
2010,live,HK,UG,55.0,Number of specimens
2010,live,HK,US,45383.0,Number of specimens
2010,live,HK,UY,26.0,Number of specimens
2010,live,HK,VE,500.0,Number of specimens
2010,live,HK,VN,100.0,Number of specimens
2010,live,HK,VU,150.0,Number of specimens
2010,live,HK,ZA,3275.0,Number of specimens
2010,live,HK,ZM,8950.0,Number of specimens
2010,live,HN,CU,3400.0,Number of specimens
2010,live,HR,CN,31800.0,Number of specimens
2010,live,HR,GH,770.0,Number of specimens
2010,live,HR,IT,9.0,Number of specimens
2010,live,HR,NL,6030.0,Number of specimens
2010,live,HT,US,90.0,Number of specimens
2010,live,HU,CN,50.0,Number of specimens
2010,live,HU,CR,1000.0,Number of specimens
2010,live,HU,EC,49.0,Number of specimens
2010,live,HU,GH,1140.0,Number of specimens
2010,live,HU,ID,1173.0,Number of specimens
2010,live,HU,JP,222.0,Number of specimens
2010,live,HU,LK,300.0,Number of specimens
2010,live,HU,PE,175.0,Number of specimens
2010,live,HU,RS,400.0,Number of specimens
2010,live,HU,SB,100.0,Number of specimens
2010,live,HU,SV,1000.0,Number of specimens
2010,live,HU,TH,539.0,Number of specimens
2010,live,HU,TW,100.0,Number of specimens
2010,live,HU,TZ,139.0,Number of specimens
2010,live,HU,US,4259.0,Number of specimens
2010,live,ID,AU,128.0,Number of specimens
2010,live,ID,BE,103.0,Number of specimens
2010,live,ID,CA,211.0,Number of specimens
2010,live,ID,CH,34.0,Number of specimens
2010,live,ID,CN,158780.0,Number of specimens
2010,live,ID,CZ,18.0,Number of specimens
2010,live,ID,GH,1487.0,Number of specimens
2010,live,ID,GY,6.0,Number of specimens
2010,live,ID,JP,3644.0,Number of specimens
2010,live,ID,MU,31.0,Number of specimens
2010,live,ID,MY,1700.0,Number of specimens
2010,live,ID,NL,7183.0,Number of specimens
2010,live,ID,PE,890.0,Number of specimens
2010,live,ID,SG,13.0,Number of specimens
2010,live,ID,SV,1050.0,Number of specimens
2010,live,ID,TH,11.0,Number of specimens
2010,live,ID,US,2685.0,Number of specimens
2010,live,ID,ZA,742.0,Number of specimens
2010,live,IE,AU,207.0,Number of specimens
2010,live,IE,ID,2788.0,Number of specimens
2010,live,IE,LK,800.0,Number of specimens
2010,live,IL,AU,265.0,Number of specimens
2010,live,IL,BE,2776.0,Number of specimens
2010,live,IL,CZ,330.0,Number of specimens
2010,live,IL,DE,4.0,Number of specimens
2010,live,IL,ES,310.0,Number of specimens
2010,live,IL,FR,1050.0,Number of specimens
2010,live,IL,HK,27.0,Number of specimens
2010,live,IL,ID,12314.0,Number of specimens
2010,live,IL,KR,12800.0,Number of specimens
2010,live,IL,MU,4.0,Number of specimens
2010,live,IL,NL,3000.0,Number of specimens
2010,live,IL,SG,126.0,Number of specimens
2010,live,IL,UA,6000.0,Number of specimens
2010,live,IL,US,2320.0,Number of specimens
2010,live,IL,XX,3009216.0,Number of specimens
2010,live,IL,ZA,11673.0,Number of specimens
2010,live,IN,AE,4.0,Number of specimens
2010,live,IN,AU,9232.0,Number of specimens
2010,live,IN,BE,250.0,Number of specimens
2010,live,IN,CD,2.0,Number of specimens
2010,live,IN,CN,8460.0,Number of specimens
2010,live,IN,ID,786.0,Number of specimens
2010,live,IN,KR,13600.0,Number of specimens
2010,live,IN,MY,6.0,Number of specimens
2010,live,IN,SD,30.0,Number of specimens
2010,live,IN,SG,2.0,Number of specimens
2010,live,IN,TH,5343.0,Number of specimens
2010,live,IQ,KW,76.0,Number of specimens
2010,live,IR,ID,10604.0,Number of specimens
2010,live,IR,MY,36.0,Number of specimens
2010,live,IR,NL,4.0,Number of specimens
2010,live,IS,FR,8.0,Number of specimens
2010,live,IS,GB,65.0,Number of specimens
2010,live,IS,ID,250.0,Number of specimens
2010,live,IT,AR,50.0,Number of specimens
2010,live,IT,AU,1052.0,Number of specimens
2010,live,IT,BR,5790.0,Number of specimens
2010,live,IT,CH,24.0,Number of specimens
2010,live,IT,CM,80.0,Number of specimens
2010,live,IT,CN,226486.0,Number of specimens
2010,live,IT,CR,82.0,Number of specimens
2010,live,IT,ET,40.0,Number of specimens
2010,live,IT,GH,2013.0,Number of specimens
2010,live,IT,GT,14230.0,Number of specimens
2010,live,IT,ID,29195.0,Number of specimens
2010,live,IT,IL,155.0,Number of specimens
2010,live,IT,JP,669.0,Number of specimens
2010,live,IT,KR,61202.0,Number of specimens
2010,live,IT,LK,700.0,Number of specimens
2010,live,IT,MG,80.0,Number of specimens
2010,live,IT,MU,10.0,Number of specimens
2010,live,IT,MY,125.0,Number of specimens
2010,live,IT,PE,20.0,Number of specimens
2010,live,IT,PH,6.0,Number of specimens
2010,live,IT,SC,18.0,Number of specimens
2010,live,IT,SD,200.0,Number of specimens
2010,live,IT,SG,502.0,Number of specimens
2010,live,IT,SV,8000.0,Number of specimens
2010,live,IT,TG,4819.0,Number of specimens
2010,live,IT,TH,439.0,Number of specimens
2010,live,IT,TW,15774.0,Number of specimens
2010,live,IT,TZ,288.0,Number of specimens
2010,live,IT,UA,6350.0,Number of specimens
2010,live,IT,US,9826.0,Number of specimens
2010,live,IT,UZ,7908.0,Number of specimens
2010,live,IT,ZA,195.0,Number of specimens
2010,live,IT,ZM,1800.0,Number of specimens
2010,live,JM,DO,106.0,Number of specimens
2010,live,JM,US,728.0,Number of specimens
2010,live,JO,CA,6.0,Number of specimens
2010,live,JO,CN,19520.0,Number of specimens
2010,live,JO,CZ,590.0,Number of specimens
2010,live,JO,ES,601.0,Number of specimens
2010,live,JO,ID,6461.0,Number of specimens
2010,live,JO,NL,4.0,Number of specimens
2010,live,JO,SY,57.0,Number of specimens
2010,live,JO,ZA,460.0,Number of specimens
2010,live,JP,AE,973.0,Number of specimens
2010,live,JP,AR,110.0,Number of specimens
2010,live,JP,AT,85.0,Number of specimens
2010,live,JP,AU,25508.0,Number of specimens
2010,live,JP,BB,60.0,Number of specimens
2010,live,JP,BE,1282.0,Number of specimens
2010,live,JP,BJ,2475.0,Number of specimens
2010,live,JP,BR,7204.0,Number of specimens
2010,live,JP,CA,1709.0,Number of specimens
2010,live,JP,CH,150.0,Number of specimens
2010,live,JP,CM,200.0,Number of specimens
2010,live,JP,CN,2628621.0,Number of specimens
2010,live,JP,CO,96.0,Number of specimens
2010,live,JP,CR,275.0,Number of specimens
2010,live,JP,CZ,148.0,Number of specimens
2010,live,JP,DE,4687.0,Number of specimens
2010,live,JP,EC,6499.0,Number of specimens
2010,live,JP,FJ,7028.0,Number of specimens
2010,live,JP,FM,400.0,Number of specimens
2010,live,JP,GB,3370.0,Number of specimens
2010,live,JP,GH,4506.0,Number of specimens
2010,live,JP,GT,19050.0,Number of specimens
2010,live,JP,GY,158.0,Number of specimens
2010,live,JP,HK,122.0,Number of specimens
2010,live,JP,ID,527156.0,Number of specimens
2010,live,JP,IN,320.0,Number of specimens
2010,live,JP,IT,15.0,Number of specimens
2010,live,JP,JO,12320.0,Number of specimens
2010,live,JP,KE,100.0,Number of specimens
2010,live,JP,KH,415.0,Number of specimens
2010,live,JP,KR,662502.0,Number of specimens
2010,live,JP,LK,9017.0,Number of specimens
2010,live,JP,MG,7020.0,Number of specimens
2010,live,JP,MK,600.0,Number of specimens
2010,live,JP,ML,455.0,Number of specimens
2010,live,JP,MX,150.0,Number of specimens
2010,live,JP,MY,65328.08,Number of specimens
2010,live,JP,NL,1733951.0,Number of specimens
2010,live,JP,NZ,1114.0,Number of specimens
2010,live,JP,PA,387.0,Number of specimens
2010,live,JP,PE,3064.0,Number of specimens
2010,live,JP,PH,27726.0,Number of specimens
2010,live,JP,PW,200.0,Number of specimens
2010,live,JP,SB,1453.0,Number of specimens
2010,live,JP,SD,370.0,Number of specimens
2010,live,JP,SG,1938.0,Number of specimens
2010,live,JP,SI,1840.0,Number of specimens
2010,live,JP,SK,50.0,Number of specimens
2010,live,JP,SR,267.0,Number of specimens
2010,live,JP,SV,1000.0,Number of specimens
2010,live,JP,TG,1000.0,Number of specimens
2010,live,JP,TH,2969728.0,Number of specimens
2010,live,JP,TW,8405664.0,Number of specimens
2010,live,JP,TZ,3973.0,Number of specimens
2010,live,JP,UA,1903.0,Number of specimens
2010,live,JP,UG,533.0,Number of specimens
2010,live,JP,US,61776.0,Number of specimens
2010,live,JP,UY,19.0,Number of specimens
2010,live,JP,UZ,4137.0,Number of specimens
2010,live,JP,VN,23099.0,Number of specimens
2010,live,JP,ZA,1463.0,Number of specimens
2010,live,JP,ZM,3470.0,Number of specimens
2010,live,KE,EC,114.0,Number of specimens
2010,live,KE,MY,250.0,Number of specimens
2010,live,KE,ZA,70.0,Number of specimens
2010,live,KG,GB,1.0,Number of specimens
2010,live,KN,US,391.0,Number of specimens
2010,live,KP,MY,13.0,Number of specimens
2010,live,KP,SV,1200.0,Number of specimens
2010,live,KP,TH,5.0,Number of specimens
2010,live,KP,UA,939.0,Number of specimens
2010,live,KP,ZM,200.0,Number of specimens
2010,live,KR,AR,2.0,Number of specimens
2010,live,KR,AU,2492.0,Number of specimens
2010,live,KR,BB,300.0,Number of specimens
2010,live,KR,CA,234.0,Number of specimens
2010,live,KR,CH,136.0,Number of specimens
2010,live,KR,CN,6431646.0,Number of specimens
2010,live,KR,CO,6.0,Number of specimens
2010,live,KR,CZ,20.0,Number of specimens
2010,live,KR,DK,1500.0,Number of specimens
2010,live,KR,ES,99.0,Number of specimens
2010,live,KR,FJ,11450.0,Number of specimens
2010,live,KR,FR,7450.0,Number of specimens
2010,live,KR,GB,1500.0,Number of specimens
2010,live,KR,GH,1861.0,Number of specimens
2010,live,KR,GT,4115.0,Number of specimens
2010,live,KR,GY,187.0,Number of specimens
2010,live,KR,ID,16720.0,Number of specimens
2010,live,KR,IT,15000.0,Number of specimens
2010,live,KR,JO,260.0,Number of specimens
2010,live,KR,JP,52816.0,Number of specimens
2010,live,KR,LK,1490.0,Number of specimens
2010,live,KR,MU,1.0,Number of specimens
2010,live,KR,MY,2750.0,Number of specimens
2010,live,KR,NL,965.0,Number of specimens
2010,live,KR,PH,4.0,Number of specimens
2010,live,KR,PW,210.0,Number of specimens
2010,live,KR,SD,65.0,Number of specimens
2010,live,KR,SG,117.0,Number of specimens
2010,live,KR,SR,126.0,Number of specimens
2010,live,KR,SV,12900.0,Number of specimens
2010,live,KR,TH,2321085.0,Number of specimens
2010,live,KR,TR,10500.0,Number of specimens
2010,live,KR,TW,31623804.0,Number of specimens
2010,live,KR,TZ,434.0,Number of specimens
2010,live,KR,UA,839.0,Number of specimens
2010,live,KR,US,5291.0,Number of specimens
2010,live,KR,VE,15.0,Number of specimens
2010,live,KR,VN,3196.0,Number of specimens
2010,live,KR,ZM,1050.0,Number of specimens
2010,live,KW,AE,42.0,Number of specimens
2010,live,KW,BE,41.0,Number of specimens
2010,live,KW,CN,22994.0,Number of specimens
2010,live,KW,CZ,2940.0,Number of specimens
2010,live,KW,ES,13.0,Number of specimens
2010,live,KW,GB,123.0,Number of specimens
2010,live,KW,GY,512.0,Number of specimens
2010,live,KW,ID,2830.0,Number of specimens
2010,live,KW,IT,392.0,Number of specimens
2010,live,KW,LK,73.0,Number of specimens
2010,live,KW,MN,100.0,Number of specimens
2010,live,KW,MY,450.0,Number of specimens
2010,live,KW,NL,14767.0,Number of specimens
2010,live,KW,PH,28.0,Number of specimens
2010,live,KW,SA,121.0,Number of specimens
2010,live,KW,SD,5.0,Number of specimens
2010,live,KW,SK,957.0,Number of specimens
2010,live,KW,TH,110.0,Number of specimens
2010,live,KW,US,30.0,Number of specimens
2010,live,KW,ZA,10239.0,Number of specimens
2010,live,KY,JM,4024.0,Number of specimens
2010,live,KY,US,5293.0,Number of specimens
2010,live,KZ,CH,3.0,Number of specimens
2010,live,KZ,KR,35.0,Number of specimens
2010,live,KZ,NL,7.0,Number of specimens
2010,live,KZ,PH,510.0,Number of specimens
2010,live,KZ,UZ,11.0,Number of specimens
2010,live,LA,TH,20.0,Number of specimens
2010,live,LB,BE,38.0,Number of specimens
2010,live,LB,BY,26.0,Number of specimens
2010,live,LB,CD,1000.0,Number of specimens
2010,live,LB,CN,30684.0,Number of specimens
2010,live,LB,CZ,8296.0,Number of specimens
2010,live,LB,GY,468.0,Number of specimens
2010,live,LB,ID,608.0,Number of specimens
2010,live,LB,ML,990.0,Number of specimens
2010,live,LB,MY,20.0,Number of specimens
2010,live,LB,PH,14.0,Number of specimens
2010,live,LB,SB,660.0,Number of specimens
2010,live,LB,ZA,2.0,Number of specimens
2010,live,LK,AU,60.0,Number of specimens
2010,live,LK,GB,440.0,Number of specimens
2010,live,LK,SG,21.0,Number of specimens
2010,live,LT,CN,9245.0,Number of specimens
2010,live,LT,ID,761.0,Number of specimens
2010,live,LT,RU,3000.0,Number of specimens
2010,live,LU,TW,1514.0,Number of specimens
2010,live,LV,TH,3.0,Number of specimens
2010,live,LV,UA,16.0,Number of specimens
2010,live,LV,US,4.0,Number of specimens
2010,live,LY,AE,248.0,Number of specimens
2010,live,LY,CN,1300.0,Number of specimens
2010,live,LY,CZ,92.0,Number of specimens
2010,live,LY,MA,322.0,Number of specimens
2010,live,LY,MX,3.0,Number of specimens
2010,live,LY,NL,1.0,Number of specimens
2010,live,LY,UA,2.0,Number of specimens
2010,live,MA,AU,802.0,Number of specimens
2010,live,MA,CN,420.0,Number of specimens
2010,live,MA,ES,12384.0,Number of specimens
2010,live,MA,FR,388.0,Number of specimens
2010,live,MA,SA,1.0,Number of specimens
2010,live,MC,FR,2840.0,Number of specimens
2010,live,MD,PH,11890.0,Number of specimens
2010,live,ME,DE,2000.0,Number of specimens
2010,live,MG,KM,43.0,Number of specimens
2010,live,MG,MY,610.0,Number of specimens
2010,live,MK,GR,810.0,Number of specimens
2010,live,MK,ID,26.0,Number of specimens
2010,live,MM,PH,2.0,Number of specimens
2010,live,MO,CA,330.0,Number of specimens
2010,live,MO,RU,2.0,Number of specimens
2010,live,MO,TH,55.0,Number of specimens
2010,live,MO,UA,179.0,Number of specimens
2010,live,MR,SN,20.0,Number of specimens
2010,live,MT,ID,144.0,Number of specimens
2010,live,MU,CN,2950.0,Number of specimens
2010,live,MU,ES,4.0,Number of specimens
2010,live,MU,FR,753.0,Number of specimens
2010,live,MU,MY,18256.0,Number of specimens
2010,live,MU,SG,2.0,Number of specimens
2010,live,MU,ZA,45.0,Number of specimens
2010,live,MV,LK,5520.0,Number of specimens
2010,live,MX,AR,735.0,Number of specimens
2010,live,MX,AU,2605.0,Number of specimens
2010,live,MX,BB,100.0,Number of specimens
2010,live,MX,CA,116.0,Number of specimens
2010,live,MX,CM,300.0,Number of specimens
2010,live,MX,CR,6.0,Number of specimens
2010,live,MX,CU,27136.0,Number of specimens
2010,live,MX,FR,4.0,Number of specimens
2010,live,MX,GB,440.0,Number of specimens
2010,live,MX,GH,900.0,Number of specimens
2010,live,MX,GY,232.0,Number of specimens
2010,live,MX,ID,4106.0,Number of specimens
2010,live,MX,KR,29000.0,Number of specimens
2010,live,MX,LB,100.0,Number of specimens
2010,live,MX,PE,1619.0,Number of specimens
2010,live,MX,SV,129900.0,Number of specimens
2010,live,MX,TH,6.0,Number of specimens
2010,live,MX,TZ,525.0,Number of specimens
2010,live,MX,UA,410.0,Number of specimens
2010,live,MX,US,52981.0,Number of specimens
2010,live,MX,UY,99640.0,Number of specimens
2010,live,MX,VN,900.0,Number of specimens
2010,live,MY,AU,2835.0,Number of specimens
2010,live,MY,BJ,200.0,Number of specimens
2010,live,MY,BR,250.0,Number of specimens
2010,live,MY,CD,250.0,Number of specimens
2010,live,MY,CN,89380.0,Number of specimens
2010,live,MY,CZ,214.0,Number of specimens
2010,live,MY,GH,150.0,Number of specimens
2010,live,MY,GN,270.0,Number of specimens
2010,live,MY,GY,385.0,Number of specimens
2010,live,MY,HK,76.0,Number of specimens
2010,live,MY,HU,105.0,Number of specimens
2010,live,MY,ID,22395.0,Number of specimens
2010,live,MY,IT,1.0,Number of specimens
2010,live,MY,JP,3.0,Number of specimens
2010,live,MY,KR,104000.0,Number of specimens
2010,live,MY,LK,2200.0,Number of specimens
2010,live,MY,MY,16662.0,Number of specimens
2010,live,MY,NL,203.0,Number of specimens
2010,live,MY,PH,39.0,Number of specimens
2010,live,MY,SB,156.0,Number of specimens
2010,live,MY,SD,634.0,Number of specimens
2010,live,MY,SG,3412.0,Number of specimens
2010,live,MY,SV,3350.0,Number of specimens
2010,live,MY,TG,715.0,Number of specimens
2010,live,MY,TH,431.0,Number of specimens
2010,live,MY,TW,4561.0,Number of specimens
2010,live,MY,TZ,923.0,Number of specimens
2010,live,MY,UG,86.0,Number of specimens
2010,live,MY,US,6260.0,Number of specimens
2010,live,MY,VN,3423.0,Number of specimens
2010,live,MY,ZA,1681.0,Number of specimens
2010,live,MZ,AU,280.0,Number of specimens
2010,live,MZ,GH,500.0,Number of specimens
2010,live,MZ,TZ,14.0,Number of specimens
2010,live,NA,LK,8.0,Number of specimens
2010,live,NA,ZA,2166.0,Number of specimens
2010,live,NC,AU,106.0,Number of specimens
2010,live,NC,CN,300.0,Number of specimens
2010,live,NC,DE,2.0,Number of specimens
2010,live,NC,NZ,76.0,Number of specimens
2010,live,NC,US,38.0,Number of specimens
2010,live,NE,BJ,460.0,Number of specimens
2010,live,NE,GH,12.0,Number of specimens
2010,live,NE,ML,3000.0,Number of specimens
2010,live,NE,NG,18.0,Number of specimens
2010,live,NE,SA,34.0,Number of specimens
2010,live,NI,EC,4.0,Number of specimens
2010,live,NI,GT,1.0,Number of specimens
2010,live,NI,ID,522.0,Number of specimens
2010,live,NI,PA,7.0,Number of specimens
2010,live,NL,AE,180.0,Number of specimens
2010,live,NL,AU,10393.0,Number of specimens
2010,live,NL,BE,34.0,Number of specimens
2010,live,NL,BR,60899.0,Number of specimens
2010,live,NL,CA,4213.0,Number of specimens
2010,live,NL,CH,1.0,Number of specimens
2010,live,NL,CK,1600.0,Number of specimens
2010,live,NL,CL,163000.0,Number of specimens
2010,live,NL,CN,7164243.0,Number of specimens
2010,live,NL,CO,10.0,Number of specimens
2010,live,NL,CR,479562.0,Number of specimens
2010,live,NL,DO,40163.0,Number of specimens
2010,live,NL,EC,342.0,Number of specimens
2010,live,NL,EG,2449.0,Number of specimens
2010,live,NL,FJ,2265.0,Number of specimens
2010,live,NL,FM,700.0,Number of specimens
2010,live,NL,GE,4684840.0,Number of specimens
2010,live,NL,GH,2663.0,Number of specimens
2010,live,NL,GT,592637.343,Number of specimens
2010,live,NL,GY,1304.0,Number of specimens
2010,live,NL,HN,403722.554,Number of specimens
2010,live,NL,HR,10000.0,Number of specimens
2010,live,NL,ID,53111.0,Number of specimens
2010,live,NL,IL,1053000.0,Number of specimens
2010,live,NL,JP,526915.0,Number of specimens
2010,live,NL,KE,490.0,Number of specimens
2010,live,NL,KR,65700.0,Number of specimens
2010,live,NL,LK,9000.0,Number of specimens
2010,live,NL,MG,2221.0,Number of specimens
2010,live,NL,ML,165.0,Number of specimens
2010,live,NL,MX,301.0,Number of specimens
2010,live,NL,MY,810000.0,Number of specimens
2010,live,NL,PE,351.0,Number of specimens
2010,live,NL,PH,915.0,Number of specimens
2010,live,NL,SD,330.0,Number of specimens
2010,live,NL,SR,2432.0,Number of specimens
2010,live,NL,SV,35265.0,Number of specimens
2010,live,NL,TD,500.0,Number of specimens
2010,live,NL,TG,800.0,Number of specimens
2010,live,NL,TH,421991.0,Number of specimens
2010,live,NL,TR,19293327.0,Number of specimens
2010,live,NL,TW,277517.0,Number of specimens
2010,live,NL,TZ,72058.0,Number of specimens
2010,live,NL,US,15002.0,Number of specimens
2010,live,NL,UZ,650.0,Number of specimens
2010,live,NL,VN,2590.0,Number of specimens
2010,live,NL,VU,800.0,Number of specimens
2010,live,NL,ZA,50000.0,Number of specimens
2010,live,NO,BE,5.0,Number of specimens
2010,live,NO,BR,379.0,Number of specimens
2010,live,NO,DE,159.0,Number of specimens
2010,live,NO,DK,221.0,Number of specimens
2010,live,NO,GB,46.0,Number of specimens
2010,live,NO,ID,5256.0,Number of specimens
2010,live,NO,LK,410.0,Number of specimens
2010,live,NO,NL,97426.0,Number of specimens
2010,live,NO,PH,8.0,Number of specimens
2010,live,NO,SE,269.0,Number of specimens
2010,live,NO,SG,145.0,Number of specimens
2010,live,NO,TH,3.0,Number of specimens
2010,live,NO,US,6.0,Number of specimens
2010,live,NO,VN,300.0,Number of specimens
2010,live,NT,CR,9000.0,Number of specimens
2010,live,NZ,AU,2432.0,Number of specimens
2010,live,NZ,FJ,221.0,Number of specimens
2010,live,NZ,GB,122.0,Number of specimens
2010,live,NZ,GT,9694.0,Number of specimens
2010,live,NZ,ID,1820.0,Number of specimens
2010,live,NZ,LK,250.0,Number of specimens
2010,live,NZ,MY,707.0,Number of specimens
2010,live,NZ,PH,5050.0,Number of specimens
2010,live,NZ,SG,8.0,Number of specimens
2010,live,NZ,TG,200.0,Number of specimens
2010,live,NZ,VN,300.0,Number of specimens
2010,live,OM,BH,202.0,Number of specimens
2010,live,OM,CN,22550.0,Number of specimens
2010,live,OM,GB,14.0,Number of specimens
2010,live,OM,ID,248.0,Number of specimens
2010,live,OM,KW,47.0,Number of specimens
2010,live,OM,MY,200.0,Number of specimens
2010,live,OM,TZ,50.0,Number of specimens
2010,live,OM,ZA,60.0,Number of specimens
2010,live,PA,AR,3.0,Number of specimens
2010,live,PA,CA,2.0,Number of specimens
2010,live,PA,CO,185.0,Number of specimens
2010,live,PA,CR,689.0,Number of specimens
2010,live,PA,CU,1400.0,Number of specimens
2010,live,PA,GY,4.0,Number of specimens
2010,live,PA,ID,1508.0,Number of specimens
2010,live,PA,NL,92.0,Number of specimens
2010,live,PA,PE,13.0,Number of specimens
2010,live,PA,SR,74.0,Number of specimens
2010,live,PA,TG,18.0,Number of specimens
2010,live,PA,TH,165500.0,Number of specimens
2010,live,PA,US,6766.0,Number of specimens
2010,live,PA,UZ,4.0,Number of specimens
2010,live,PA,VN,1.0,Number of specimens
2010,live,PA,XX,200.0,Number of specimens
2010,live,PE,ID,694.0,Number of specimens
2010,live,PE,US,1201.0,Number of specimens
2010,live,PF,NZ,380.0,Number of specimens
2010,live,PF,SG,95.0,Number of specimens
2010,live,PG,MY,1690.0,Number of specimens
2010,live,PH,AU,116.0,Number of specimens
2010,live,PH,BE,30.0,Number of specimens
2010,live,PH,CA,18.0,Number of specimens
2010,live,PH,CH,15.0,Number of specimens
2010,live,PH,CN,60.0,Number of specimens
2010,live,PH,CU,18.0,Number of specimens
2010,live,PH,DE,14.0,Number of specimens
2010,live,PH,ET,6.0,Number of specimens
2010,live,PH,GY,27.0,Number of specimens
2010,live,PH,ID,307.0,Number of specimens
2010,live,PH,KR,184.0,Number of specimens
2010,live,PH,LK,1820.0,Number of specimens
2010,live,PH,MY,30007.0,Number of specimens
2010,live,PH,SG,757.0,Number of specimens
2010,live,PH,US,449.0,Number of specimens
2010,live,PH,ZA,84.0,Number of specimens
2010,live,PK,AE,101.0,Number of specimens
2010,live,PK,BE,393.0,Number of specimens
2010,live,PK,CN,5150.0,Number of specimens
2010,live,PK,CZ,907.0,Number of specimens
2010,live,PK,GY,148.0,Number of specimens
2010,live,PK,ID,10.0,Number of specimens
2010,live,PK,ML,250.0,Number of specimens
2010,live,PK,MY,3.0,Number of specimens
2010,live,PK,NL,1346.0,Number of specimens
2010,live,PK,NZ,210.0,Number of specimens
2010,live,PK,ZA,4719.0,Number of specimens
2010,live,PL,AU,1455.0,Number of specimens
2010,live,PL,CH,1.0,Number of specimens
2010,live,PL,CN,64000.0,Number of specimens
2010,live,PL,GH,192.0,Number of specimens
2010,live,PL,GT,25.0,Number of specimens
2010,live,PL,ID,10048.0,Number of specimens
2010,live,PL,KE,200.0,Number of specimens
2010,live,PL,LK,200.0,Number of specimens
2010,live,PL,MK,300.0,Number of specimens
2010,live,PL,PE,12.0,Number of specimens
2010,live,PL,PH,30.0,Number of specimens
2010,live,PL,TG,563.0,Number of specimens
2010,live,PL,TH,923.0,Number of specimens
2010,live,PL,TW,6000.0,Number of specimens
2010,live,PL,TZ,854.0,Number of specimens
2010,live,PL,UA,43400.0,Number of specimens
2010,live,PL,US,1511.0,Number of specimens
2010,live,PR,CA,7956.0,Number of specimens
2010,live,PR,CR,28.0,Number of specimens
2010,live,PR,DO,377.0,Number of specimens
2010,live,PT,AR,4.0,Number of specimens
2010,live,PT,CH,1.0,Number of specimens
2010,live,PT,CR,1200.0,Number of specimens
2010,live,PT,ID,600.0,Number of specimens
2010,live,PT,SV,1150.0,Number of specimens
2010,live,PT,TW,10.0,Number of specimens
2010,live,PT,US,66000.0,Number of specimens
2010,live,PT,VN,600.0,Number of specimens
2010,live,PW,PH,288.0,Number of specimens
2010,live,PY,AR,95.0,Number of specimens
2010,live,QA,AE,1045.0,Number of specimens
2010,live,QA,BE,140.0,Number of specimens
2010,live,QA,CA,2.0,Number of specimens
2010,live,QA,CN,31656.0,Number of specimens
2010,live,QA,DE,23.0,Number of specimens
2010,live,QA,ES,2109.0,Number of specimens
2010,live,QA,GB,56.0,Number of specimens
2010,live,QA,GT,260.0,Number of specimens
2010,live,QA,ID,11.0,Number of specimens
2010,live,QA,KW,3.0,Number of specimens
2010,live,QA,KZ,108.0,Number of specimens
2010,live,QA,MN,102.0,Number of specimens
2010,live,QA,MY,45.0,Number of specimens
2010,live,QA,NL,1036.0,Number of specimens
2010,live,QA,PL,3.0,Number of specimens
2010,live,QA,SA,1.0,Number of specimens
2010,live,QA,SD,193.0,Number of specimens
